buy_date,buy_value,num_shares,position_type,cash_balance,sell_date,sell_value,profit_loss,borrowed_value,borrow_cost
2024-06-17 11:30:00,444.34,22.50528874285457,long,10057.838592069136,2024-06-18 10:00:00,446.91,57.83859206913737,,
2024-06-18 10:00:00,446.91,22.50528874285457,short,10036.582611982309,2024-06-20 04:00:00,447.83,-20.704865643425283,10057.838592069136,0.27555722170052427
2024-06-20 04:00:00,447.83,22.412205902248644,long,10010.860010357403,2024-06-20 08:30:00,446.67,-25.998158846607712,,
2024-06-20 08:30:00,446.67,22.412205902248644,short,10037.082291263034,2024-06-20 16:00:00,445.5,26.22228090563127,10010.860010357403,0.0
