buy_date,buy_value,num_shares,position_type,cash_balance,sell_date,sell_value,profit_loss,borrowed_value,borrow_cost
2021-01-04 10:30:00,528.295,18.946130351593297,short,10011.51420038893,2021-01-04 10:33:00,528.17,2.368266293949162,10009.14593409498,0.0
2021-01-04 10:33:00,528.17,18.95509816988646,long,9994.871624195772,2021-01-04 10:34:00,527.292,-16.642576193158966,,
2021-01-04 10:34:00,527.292,18.95509816988646,short,9979.745455856204,2021-01-04 10:39:00,528.09,-15.126168339569428,9994.871624195772,0.0
2021-01-04 10:39:00,528.09,18.897811842406036,long,9965.5720969744,2021-01-04 10:43:00,527.34,-14.173358881804527,,
2021-01-04 10:43:00,527.34,18.897811842406036,short,9986.85103310895,2021-01-04 10:50:00,526.214,21.27893613454875,9965.5720969744,0.0
2021-01-04 10:50:00,526.214,18.978687441058103,long,9938.79699650819,2021-01-04 10:53:00,523.682,-48.05403660075986,,
2021-01-04 10:53:00,523.682,18.978687441058103,short,9902.965234619473,2021-01-04 10:56:00,525.57,-35.83176188871834,9938.79699650819,0.0
2021-01-04 10:56:00,525.57,18.842333532392395,long,9895.692093875967,2021-01-04 10:57:00,525.184,-7.27314074350499,,
2021-01-04 10:57:00,525.184,18.842333532392395,short,9910.464483365362,2021-01-04 10:58:00,524.4,14.772389489395483,9895.692093875967,0.0
2021-01-04 10:58:00,524.4,18.898673690628076,long,9889.675942305672,2021-01-04 10:59:00,523.3,-20.788541059691312,,
2021-01-04 10:59:00,523.3,18.898673690628076,short,9899.975719467064,2021-01-04 11:09:00,522.755,10.299777161391528,9889.675942305672,0.0
2021-01-04 11:09:00,522.755,18.938079443462165,long,9915.22087341905,2021-01-04 11:16:00,523.56,15.245153951986095,,
2021-01-04 11:16:00,523.56,18.938079443462165,short,9920.239464471568,2021-01-04 11:26:00,523.295,5.018591052517215,9915.22087341905,0.0
2021-01-04 11:26:00,523.295,18.957260177283498,long,9913.699209710407,2021-01-04 11:31:00,522.95,-6.540254761161169,,
2021-01-04 11:31:00,522.95,18.957260177283498,short,9921.092541179549,2021-01-04 11:33:00,522.56,7.393331469142461,9913.699209710407,0.0
2021-01-04 11:33:00,522.56,18.985556761289708,long,9921.662107882388,2021-01-04 11:42:00,522.59,0.5695667028403316,,
2021-01-04 11:42:00,522.59,18.985556761289708,short,9914.63745188071,2021-01-04 11:47:00,522.96,-7.024656001677278,9921.662107882388,0.0
2021-01-04 11:47:00,522.96,18.958691777345702,long,9904.968519074264,2021-01-04 11:48:00,522.45,-9.668932806446136,,
2021-01-04 11:48:00,522.45,18.958691777345702,short,9900.79760688325,2021-01-04 11:50:00,522.67,-4.170912191014416,9904.968519074264,0.0
2021-01-04 11:50:00,522.67,18.942731755951655,long,9905.34386250468,2021-01-04 11:51:00,522.91,4.546255621428569,,
2021-01-04 11:51:00,522.91,18.942731755951655,short,9903.828443964205,2021-01-04 11:52:00,522.99,-1.5154185404769076,9905.34386250468,0.0
2021-01-04 11:52:00,522.99,18.936936545563405,long,9886.406462342287,2021-01-04 11:54:00,522.07,-17.421981621917556,,
2021-01-04 11:54:00,522.07,18.936936545563405,short,9912.634119457894,2021-01-04 12:06:00,520.685,26.227657115607297,9886.406462342287,0.0
2021-01-04 12:06:00,520.685,19.037679440463805,long,9827.440503961821,2021-01-04 12:17:00,516.21,-85.19361549607379,,
2021-01-04 12:17:00,516.21,19.037679440463805,short,9788.032507520062,2021-01-04 12:18:00,518.28,-39.40799644175886,9827.440503961821,0.0
2021-01-04 12:18:00,518.28,18.885607215250563,long,9783.311105716248,2021-01-04 12:25:00,518.03,-4.721401803812641,,
2021-01-04 12:25:00,518.03,18.885607215250563,short,9790.714263744625,2021-01-04 12:33:00,517.638,7.40315802837707,9783.311105716248,0.0
