buy_date,buy_value,num_shares,position_type,cash_balance,borrowed_value,sell_date,sell_value,profit_loss,borrow_cost
2021-03-30 11:59:00,128.725,22.69395268095018,long,2915.5601827797127,,2021-03-30 12:02:00,128.473,-5.718876075599017,
2021-03-30 12:02:00,128.473,22.69395268095018,short,2921.0975072338647,2915.5601827797127,2021-03-30 12:21:00,128.229,5.537324454151839,0.0
2021-03-30 12:21:00,128.229,22.780318861052216,long,2924.90182048366,,2021-03-30 12:30:00,128.396,3.8043132497951087,
2021-03-30 12:30:00,128.396,22.780318861052216,short,2924.5373353818823,2924.90182048366,2021-03-30 12:31:00,128.412,-0.3644851017772809,0.0
2021-03-30 12:31:00,128.412,22.774642053561056,long,2920.1873787496525,,2021-03-30 12:41:00,128.221,-4.349956632230219,
2021-03-30 12:41:00,128.221,22.774642053561056,short,2918.2515341751,2920.1873787496525,2021-03-30 12:46:00,128.306,-1.935844574552871,0.0
2021-03-30 12:46:00,128.306,22.74446662022898,long,2917.387244443531,,2021-03-30 12:48:00,128.268,-0.8642897315689495,
2021-03-30 12:48:00,128.268,22.74446662022898,short,2915.5676871139126,2917.387244443531,2021-03-30 12:55:00,128.348,-1.819557329618603,0.0
2021-03-30 12:55:00,128.348,22.71611312302422,long,2911.683231769875,,2021-03-30 12:58:00,128.177,-3.8844553440376113,
2021-03-30 12:58:00,128.177,22.71611312302422,short,2916.0220093763724,2911.683231769875,2021-03-30 13:05:00,127.986,4.338777606497359,0.0
2021-03-30 13:05:00,127.986,22.78391393883997,long,2911.4196587607266,,2021-03-30 13:06:00,127.784,-4.602350615645633,
2021-03-30 13:06:00,127.784,22.78391393883997,short,2907.4780416493077,2911.4196587607266,2021-03-30 13:11:00,127.957,-3.9416171114190326,0.0
2021-03-30 13:11:00,127.957,22.722305474880685,long,2916.9986876432827,,2021-03-30 13:31:00,128.376,9.52064599397526,
2021-03-30 13:31:00,128.376,22.722305474880685,short,2912.5905603811557,2916.9986876432827,2021-03-30 13:36:00,128.57,-4.408127262126589,0.0
2021-03-30 13:36:00,128.57,22.653733844451708,long,2911.6164498258445,,2021-03-30 13:41:00,128.527,-0.9741105553115676,
2021-03-30 13:41:00,128.527,22.653733844451708,short,2915.784736853224,2911.6164498258445,2021-03-30 13:50:00,128.343,4.1682870273790575,0.0
2021-03-30 13:50:00,128.343,22.71868926901525,long,2916.0800798137216,,2021-03-30 13:51:00,128.356,0.29534296049731706,
2021-03-30 13:51:00,128.356,22.71868926901525,short,2914.7851145253876,2916.0800798137216,2021-03-30 13:52:00,128.413,-1.2949652883342413,0.0
2021-03-30 13:52:00,128.413,22.698520512139638,long,2910.6539837921778,,2021-03-30 13:54:00,128.231,-4.131130733209786,
2021-03-30 13:54:00,128.231,22.698520512139638,short,2914.1041589100228,2910.6539837921778,2021-03-30 14:03:00,128.079,3.4501751178449256,0.0
2021-03-30 14:03:00,128.079,22.7523962469259,long,2913.4670918151082,,2021-03-30 14:04:00,128.051,-0.6370670949143805,
2021-03-30 14:04:00,128.051,22.7523962469259,short,2913.9676445325404,2913.4670918151082,2021-03-30 14:05:00,128.029,0.5005527174321732,0.0
2021-03-30 14:05:00,128.029,22.760215611560977,long,2913.3303584954165,,2021-03-30 14:07:00,128.001,-0.6372860371235158,
2021-03-30 14:07:00,128.001,22.760215611560977,short,2917.9279220489516,2913.3303584954165,2021-03-30 14:15:00,127.799,4.5975635535352755,0.0
2021-03-30 14:15:00,127.799,22.83216552593488,long,2917.128796255544,,2021-03-30 14:16:00,127.764,-0.7991257934079674,
2021-03-30 14:16:00,127.764,22.83216552593488,short,2915.188062185839,2917.128796255544,2021-03-30 14:20:00,127.849,-1.9407340697046465,0.0
2021-03-30 14:20:00,127.849,22.801805741036997,long,2911.4941696557908,,2021-03-30 14:21:00,127.687,-3.6938925300481333,
2021-03-30 14:21:00,127.687,22.801805741036997,short,2907.0934211477706,2911.4941696557908,2021-03-30 14:24:00,127.88,-4.400748508020091,0.0
2021-03-30 14:24:00,127.88,22.732979521017914,long,2912.5720692123364,,2021-03-30 14:36:00,128.121,5.478648064565633,
2021-03-30 14:36:00,128.121,22.732979521017914,short,2911.890079826706,2912.5720692123364,2021-03-30 14:37:00,128.151,-0.6819893856305632,0.0
2021-03-30 14:37:00,128.151,22.722335992904508,long,2912.0264138426633,,2021-03-30 14:38:00,128.157,0.13633401595743222,
2021-03-30 14:38:00,128.157,22.722335992904508,short,2908.527174099756,2912.0264138426633,2021-03-30 14:42:00,128.311,-3.4992397429072115,0.0
2021-03-30 14:42:00,128.311,22.66779289460573,long,2904.469639171621,,2021-03-30 14:43:00,128.132,-4.057534928134472,
2021-03-30 14:43:00,128.132,22.66779289460573,short,2902.4295378111065,2904.469639171621,2021-03-30 14:48:00,128.222,-2.040101360514593,0.0
2021-03-30 14:48:00,128.222,22.635971501077087,long,2902.746441412121,,2021-03-30 14:52:00,128.236,0.3169036010146623,
2021-03-30 14:52:00,128.236,22.635971501077087,short,2899.7584931739784,2902.746441412121,2021-03-30 14:53:00,128.368,-2.987948238142289,0.0
2021-03-30 14:53:00,128.368,22.589418649304957,long,2897.2736571225555,,2021-03-30 14:55:00,128.258,-2.4848360514232115,
2021-03-30 14:55:00,128.258,22.589418649304957,short,2896.189365027389,2897.2736571225555,2021-03-30 14:56:00,128.306,-1.084292095166679,0.0
2021-03-30 14:56:00,128.306,22.572516990845237,long,2900.4781432556497,,2021-03-30 15:03:00,128.496,4.288778228260544,
2021-03-30 15:03:00,128.496,22.572516990845237,short,2897.521143529849,2900.4781432556497,2021-03-30 15:04:00,128.627,-2.9569997258007312,0.0
2021-03-30 15:04:00,128.627,22.526539090003254,long,2895.7415469417383,,2021-03-30 15:09:00,128.548,-1.7795965881104312,
2021-03-30 15:09:00,128.548,22.526539090003254,short,2894.2322688227077,2895.7415469417383,2021-03-30 15:10:00,128.615,-1.509278119030382,0.0
2021-03-30 15:10:00,128.615,22.503069383996483,long,2896.145029720347,,2021-03-30 15:20:00,128.7,1.9127608976392405,
2021-03-30 15:20:00,128.7,22.503069383996483,short,2893.849716643179,2896.145029720347,2021-03-30 15:23:00,128.802,-2.2953130771677284,0.0
2021-03-30 15:23:00,128.802,22.467428430018003,long,2889.4910355277557,,2021-03-30 15:26:00,128.608,-4.3586811154232326,
2021-03-30 15:26:00,128.608,22.467428430018003,short,2886.862346401444,2889.4910355277557,2021-03-30 15:27:00,128.725,-2.628689126311887,0.0
2021-03-30 15:27:00,128.725,22.426586493699315,long,2888.544340388472,,2021-03-30 15:28:00,128.8,1.681993987027831,
2021-03-30 15:28:00,128.8,22.426586493699315,short,2887.3781578907997,2888.544340388472,2021-03-30 15:30:00,128.852,-1.1661824976721962,0.0
2021-03-30 15:30:00,128.852,22.408485377726382,long,2887.0420306101337,,2021-03-30 15:37:00,128.837,-0.33612728066622694,
2021-03-30 15:37:00,128.837,22.408485377726382,short,2895.3107617145147,2887.0420306101337,2021-03-30 15:59:00,128.468,8.26873110438103,0.0
2021-03-30 15:59:00,128.468,22.537213638528776,long,2884.8985690135146,,2021-03-30 16:05:00,128.006,-10.412192701000048,
2021-03-30 16:05:00,128.006,22.537213638528776,short,2872.074894453192,2884.8985690135146,2021-03-30 17:06:00,128.575,-12.823674560322612,0.0
2021-03-30 17:06:00,128.575,22.337739797419346,long,2870.399563968386,,2021-03-30 17:13:00,128.5,-1.675330484806197,
2021-03-30 17:13:00,128.5,22.337739797419346,short,2871.0026829429157,2870.399563968386,2021-03-30 19:48:00,128.473,0.6031189745300277,0.0
2021-03-30 19:48:00,128.473,22.347128835964874,long,2868.8350114458267,,2021-03-31 05:49:00,128.376,-2.1676714970887807,
2021-03-31 05:49:00,128.376,22.347128835964874,short,2853.571922450863,2868.8350114458267,2021-03-31 07:17:00,129.059,-15.263088994963846,0.0
2021-03-31 07:17:00,129.059,22.110599977148926,long,2861.3548536428198,,2021-03-31 09:15:00,129.411,7.782931191956507,
2021-03-31 09:15:00,129.411,22.110599977148926,short,2855.009111449378,2861.3548536428198,2021-03-31 09:28:00,129.698,-6.345742193441877,0.0
2021-03-31 09:28:00,129.698,22.012745851511802,long,2869.6916129323363,,2021-03-31 09:39:00,130.365,14.682501482958408,
2021-03-31 09:39:00,130.365,22.012745851511802,short,2861.678973442386,2869.6916129323363,2021-03-31 09:40:00,130.729,-8.012639489950391,0.0
2021-03-31 09:40:00,130.729,21.890161887893164,long,2893.288367208503,,2021-03-31 10:04:00,132.173,31.609393766117474,
2021-03-31 10:04:00,132.173,21.890161887893164,short,2889.194906935467,2893.288367208503,2021-03-31 10:09:00,132.36,-4.09346027303628,0.0
2021-03-31 10:09:00,132.36,21.828308453728216,long,2885.9424889758616,,2021-03-31 10:10:00,132.211,-3.252417959605524,
2021-03-31 10:10:00,132.211,21.828308453728216,short,2887.8633801197902,2885.9424889758616,2021-03-31 10:19:00,132.123,1.9208911439285694,0.0
2021-03-31 10:19:00,132.123,21.85738577022767,long,2887.469947175926,,2021-03-31 10:24:00,132.105,-0.3934329438641129,
2021-03-31 10:24:00,132.105,21.85738577022767,short,2888.540959078666,2887.469947175926,2021-03-31 10:31:00,132.056,1.0710119027406786,0.0
2021-03-31 10:31:00,132.056,21.87360634184487,long,2887.556646793283,,2021-03-31 10:32:00,132.011,-0.9843122853833672,
2021-03-31 10:32:00,132.011,21.87360634184487,short,2885.609895828859,2887.556646793283,2021-03-31 10:33:00,132.1,-1.9467509644241636,0.0
2021-03-31 10:33:00,132.1,21.844132443821795,long,2891.791785310461,,2021-03-31 10:49:00,132.383,6.181889481601906,
2021-03-31 10:49:00,132.383,21.844132443821795,short,2886.8331672457134,2891.791785310461,2021-03-31 10:52:00,132.61,-4.958618064747632,0.0
2021-03-31 10:52:00,132.61,21.769347464336875,long,2886.6807818134625,,2021-03-31 10:57:00,132.603,-0.15238543225046702,
2021-03-31 10:57:00,132.603,21.769347464336875,short,2885.4399290079955,2886.6807818134625,2021-03-31 10:58:00,132.66,-1.2408528054669394,0.0
2021-03-31 10:58:00,132.66,21.75064020057286,long,2882.133831697509,,2021-03-31 10:59:00,132.508,-3.306097310486788,
2021-03-31 10:59:00,132.508,21.75064020057286,short,2876.739672927767,2882.133831697509,2021-03-31 11:01:00,132.756,-5.394158769741861,0.0
2021-03-31 11:01:00,132.756,21.669375944799235,long,2873.445927784158,,2021-03-31 11:05:00,132.604,-3.293745143609198,
2021-03-31 11:05:00,132.604,21.669375944799235,short,2868.6353263244127,2873.445927784158,2021-03-31 11:11:00,132.826,-4.810601459744997,0.0
2021-03-31 11:11:00,132.826,21.596941309114275,long,2865.5253667759,,2021-03-31 11:16:00,132.682,-3.1099595485125735,
2021-03-31 11:16:00,132.682,21.596941309114275,short,2867.5554792589564,2865.5253667759,2021-03-31 11:22:00,132.588,2.030112483056614,0.0
2021-03-31 11:22:00,132.588,21.627564178198302,long,2864.2680895038707,,2021-03-31 11:23:00,132.436,-3.2873897550858566,
2021-03-31 11:23:00,132.436,21.627564178198302,short,2861.4781337248837,2864.2680895038707,2021-03-31 11:24:00,132.565,-2.7899557789873795,0.0
2021-03-31 11:24:00,132.565,21.58547228699041,long,2859.2980010238975,,2021-03-31 11:25:00,132.464,-2.180132700986012,
2021-03-31 11:25:00,132.464,21.58547228699041,short,2859.8160523587853,2859.2980010238975,2021-03-31 11:28:00,132.44,0.5180513348877894,0.0
2021-03-31 11:28:00,132.44,21.593295472355674,long,2860.8525305414587,,2021-03-31 11:29:00,132.488,1.0364781826731115,
2021-03-31 11:29:00,132.488,21.593295472355674,short,2857.2032636066306,2860.8525305414587,2021-03-31 11:30:00,132.657,-3.6492669348283493,0.0
2021-03-31 11:30:00,132.657,21.538277389105968,long,2853.520218173093,,2021-03-31 11:34:00,132.486,-3.683045433537566,
