timestamp,open,high,low,close,volume
2021-03-31 18:00:00,522.0,522.0,522.0,522.0,100
2021-03-31 17:00:00,522.0,522.02,522.0,522.02,233
2021-03-31 16:30:00,521.8,522.1,521.2,522.1,5449
2021-03-31 16:00:00,521.66,523.582,521.66,521.66,499572
2021-03-31 15:30:00,522.47,523.39,520.41,521.75,279807
2021-03-31 15:00:00,525.96,526.67,522.35,522.35,93959
2021-03-31 14:30:00,525.73,526.343,524.19,525.87,48033
2021-03-31 14:00:00,527.42,527.42,524.16,525.76,83405
2021-03-31 13:30:00,527.6,528.13,526.3,527.26,89433
2021-03-31 13:00:00,525.035,527.54,523.987,527.54,75666
2021-03-31 12:30:00,524.995,526.35,524.84,525.185,38193
2021-03-31 12:00:00,527.309,527.43,524.12,524.92,70466
2021-03-31 11:30:00,524.07,527.59,523.86,527.237,138665
2021-03-31 11:00:00,522.17,525.475,521.78,524.2,111355
2021-03-31 10:30:00,521.7,524.65,521.7,522.21,148552
2021-03-31 10:00:00,519.92,521.908,519.1,521.505,144364
2021-03-31 09:30:00,515.675,520.48,515.44,520.4,203678
2021-03-31 09:00:00,515.78,516.11,515.7,515.99,1294
2021-03-31 08:00:00,515.9,515.9,515.9,515.9,480
2021-03-31 07:00:00,515.0,515.0,515.0,515.0,133
2021-03-31 04:30:00,510.46,510.46,510.46,510.46,290
2021-03-30 19:30:00,513.55,513.55,513.55,513.55,100
2021-03-30 17:30:00,513.39,513.39,513.39,513.39,2342
2021-03-30 16:30:00,513.0,513.0,512.36,512.36,446
2021-03-30 16:00:00,513.39,513.75,513.0,513.0,209304
2021-03-30 15:30:00,513.47,514.34,511.5,513.69,210818
2021-03-30 15:00:00,513.63,514.41,512.67,513.402,58530
2021-03-30 14:30:00,511.0,514.02,510.96,513.66,92741
2021-03-30 14:00:00,509.88,511.2,509.38,510.9,63047
2021-03-30 13:30:00,509.85,510.71,509.235,510.18,42006
2021-03-30 13:00:00,509.04,510.06,507.93,509.9,38108
2021-03-30 12:30:00,509.71,510.14,508.66,509.09,36844
2021-03-30 12:00:00,509.41,510.192,508.475,509.68,49216
2021-03-30 11:30:00,510.215,511.675,509.01,509.34,67148
2021-03-30 11:00:00,508.63,510.75,507.5,510.2,81472
2021-03-30 10:30:00,508.748,510.11,507.15,508.72,64074
2021-03-30 10:00:00,508.4,511.31,506.91,508.81,81494
2021-03-30 09:30:00,510.21,512.24,508.0,509.3,128314
2021-03-30 08:30:00,509.92,510.0,509.92,509.99,946
2021-03-30 08:00:00,509.67,509.95,509.67,509.95,421
2021-03-30 07:30:00,510.49,510.69,510.49,510.69,200
2021-03-30 07:00:00,509.0,509.0,509.0,509.0,100
2021-03-29 19:30:00,513.91,513.91,513.91,513.91,300
2021-03-29 19:00:00,513.9,513.9,513.9,513.9,625
2021-03-29 17:30:00,513.99,513.99,513.99,513.99,138
2021-03-29 16:30:00,514.0,514.0,514.0,514.0,526
2021-03-29 16:00:00,513.95,514.138,513.139,514.138,204715
2021-03-29 15:30:00,514.0,515.0,512.85,514.33,267515
2021-03-29 15:00:00,511.26,514.24,511.145,513.85,162224
2021-03-29 14:30:00,511.75,512.74,510.123,511.04,72137
2021-03-29 14:00:00,513.36,513.36,510.87,511.97,66693
2021-03-29 13:30:00,514.82,516.71,513.15,513.28,65164
2021-03-29 13:00:00,515.31,518.0,514.86,514.86,119054
2021-03-29 12:30:00,510.99,515.23,510.7,515.23,96190
2021-03-29 12:00:00,510.05,510.89,508.05,510.825,91293
2021-03-29 11:30:00,510.11,511.31,509.225,510.12,62360
2021-03-29 11:00:00,509.73,510.52,507.0,509.97,88130
2021-03-29 10:30:00,506.845,511.84,506.7,509.66,124047
2021-03-29 10:00:00,505.715,508.0,504.4,506.87,105499
2021-03-29 09:30:00,505.83,511.8,505.475,505.55,252278
2021-03-29 09:00:00,505.0,505.0,504.8,504.8,644
2021-03-29 08:30:00,505.1,505.1,505.0,505.0,900
2021-03-29 08:00:00,506.42,506.42,506.42,506.42,148
2021-03-29 07:30:00,505.96,505.96,505.96,505.96,108
2021-03-29 07:00:00,506.42,506.42,506.42,506.42,100
2021-03-29 06:30:00,505.7,505.7,504.85,504.85,475
2021-03-29 04:30:00,505.7,505.7,505.7,505.7,100
2021-03-26 19:30:00,506.75,506.75,506.75,506.75,910
2021-03-26 19:00:00,505.5,506.64,505.5,506.64,211
2021-03-26 18:30:00,506.01,506.01,505.0,505.0,983
2021-03-26 18:00:00,505.82,506.1,505.82,506.1,451
2021-03-26 17:30:00,505.01,505.01,505.0,505.0,301
2021-03-26 17:00:00,505.9,505.9,505.9,505.9,100
2021-03-26 16:30:00,505.5,506.65,505.5,506.65,1626
2021-03-26 16:00:00,508.05,508.38,499.96,505.5,270217
2021-03-26 15:30:00,503.12,508.72,502.795,508.35,311465
2021-03-26 15:00:00,500.775,503.1,499.48,503.1,113346
2021-03-26 14:30:00,499.39,500.94,496.71,500.92,93106
2021-03-26 14:00:00,500.1,501.31,496.68,499.38,116430
2021-03-26 13:30:00,503.4,503.98,499.95,500.1,59058
2021-03-26 13:00:00,502.73,504.248,502.48,503.34,55617
2021-03-26 12:30:00,504.74,505.74,502.02,502.6,100590
2021-03-26 12:00:00,503.96,505.5,503.21,504.81,40878
2021-03-26 11:30:00,501.93,504.29,501.39,503.78,51353
2021-03-26 11:00:00,504.69,505.87,501.63,502.18,102646
2021-03-26 10:30:00,503.69,506.65,502.95,504.56,121980
2021-03-26 10:00:00,505.5,506.5,499.92,503.85,149004
2021-03-26 09:30:00,504.5,507.1,499.41,505.08,350598
2021-03-26 09:00:00,503.747,504.0,501.78,504.0,13800
2021-03-26 08:30:00,502.0,503.0,502.0,503.0,550
2021-03-26 08:00:00,502.0,503.729,500.0,500.0,883
2021-03-26 07:30:00,501.02,501.02,501.0,501.0,532
2021-03-26 07:00:00,505.0,505.0,501.5,501.5,402
2021-03-26 04:00:00,506.5,506.5,506.5,506.5,200
2021-03-25 19:30:00,504.9,504.95,504.9,504.95,550
2021-03-25 19:00:00,504.31,504.31,503.55,504.26,930
2021-03-25 18:30:00,504.02,504.99,504.0,504.99,850
2021-03-25 18:00:00,503.61,504.0,503.5,504.0,1045
2021-03-25 17:00:00,503.51,504.45,503.51,504.45,1163
2021-03-25 16:30:00,503.8,503.8,503.8,503.8,100
2021-03-25 16:00:00,502.86,502.86,502.86,502.86,307298
2021-03-25 15:30:00,502.5,504.82,502.27,502.61,330004
2021-03-25 15:00:00,503.16,505.59,501.645,502.635,155420
2021-03-25 14:30:00,497.52,503.55,497.291,503.23,175727
2021-03-25 14:00:00,499.27,500.0,497.0,497.53,218013
2021-03-25 13:30:00,505.1,505.81,499.0,499.38,215180
2021-03-25 13:00:00,505.125,506.51,503.72,505.01,145666
2021-03-25 12:30:00,507.77,507.92,504.41,505.19,135072
2021-03-25 12:00:00,505.96,507.75,504.29,507.63,150283
2021-03-25 11:30:00,506.43,508.47,503.0,505.96,187790
2021-03-25 11:00:00,507.665,508.79,505.06,506.44,139990
2021-03-25 10:30:00,512.0,512.29,506.11,507.555,153644
2021-03-25 10:00:00,512.82,518.53,512.11,512.16,137326
2021-03-25 09:30:00,516.93,518.36,511.05,513.06,312913
2021-03-25 09:00:00,518.02,518.02,516.93,517.0,1014
2021-03-25 08:30:00,520.73,520.73,520.441,520.441,261
2021-03-25 08:00:00,518.0,519.0,518.0,519.0,526
2021-03-25 07:30:00,520.0,520.0,518.01,518.01,741
2021-03-25 07:00:00,520.81,520.81,520.81,520.81,185
2021-03-24 19:00:00,521.3,521.3,521.3,521.3,100
2021-03-24 18:30:00,521.39,521.39,520.81,520.81,476
2021-03-24 18:00:00,519.82,520.81,519.82,520.81,1135
2021-03-24 17:30:00,520.138,520.138,520.138,520.138,162
2021-03-24 16:30:00,520.25,520.81,519.77,519.77,3205
2021-03-24 16:00:00,520.8,535.09,520.49,520.81,276716
2021-03-24 15:30:00,524.85,525.485,520.0,520.73,274286
2021-03-24 15:00:00,525.34,525.94,524.3,524.72,63252
2021-03-24 14:30:00,525.33,526.96,524.62,525.31,62866
2021-03-24 14:00:00,526.726,527.12,525.23,525.47,51557
2021-03-24 13:30:00,525.68,526.94,524.63,526.48,42095
2021-03-24 13:00:00,526.88,526.945,524.52,525.789,57880
2021-03-24 12:30:00,528.82,529.15,526.395,527.13,45819
2021-03-24 12:00:00,527.22,529.39,526.65,528.93,56524
2021-03-24 11:30:00,529.08,529.55,525.78,527.22,84872
2021-03-24 11:00:00,527.14,530.65,527.003,529.16,99769
2021-03-24 10:30:00,525.77,529.36,525.105,526.88,179227
2021-03-24 10:00:00,526.3,527.035,522.359,525.97,278120
2021-03-24 09:30:00,534.06,534.49,525.55,526.43,391095
2021-03-24 09:00:00,538.64,539.49,533.29,534.07,6564
2021-03-24 08:30:00,539.0,539.0,539.0,539.0,223
2021-03-24 08:00:00,540.0,540.0,540.0,540.0,465
2021-03-24 07:00:00,538.35,540.5,538.32,540.0,605
2021-03-24 05:30:00,541.78,542.45,541.78,542.45,500
2021-03-23 19:30:00,534.37,536.0,534.31,536.0,1016
2021-03-23 18:00:00,535.0,535.0,535.0,535.0,406
2021-03-23 17:30:00,535.0,535.0,535.0,535.0,464
2021-03-23 16:30:00,535.5,535.55,535.085,535.085,3195
2021-03-23 16:00:00,535.09,535.5,535.0,535.0,401194
2021-03-23 15:30:00,536.53,538.315,534.02,535.09,447972
2021-03-23 15:00:00,537.515,537.77,534.755,536.605,174990
2021-03-23 14:30:00,538.95,541.3,537.42,537.71,181140
2021-03-23 14:00:00,537.24,539.15,536.59,538.937,68461
2021-03-23 13:30:00,536.835,538.095,535.645,537.27,110455
2021-03-23 13:00:00,539.44,539.933,536.155,536.691,98441
2021-03-23 12:30:00,537.995,539.579,536.37,539.225,98533
2021-03-23 12:00:00,540.06,541.13,536.73,537.735,161172
2021-03-23 11:30:00,539.77,543.12,539.297,539.92,171395
2021-03-23 11:00:00,541.92,542.79,539.527,539.6,132985
2021-03-23 10:30:00,538.675,542.29,536.37,541.66,201281
2021-03-23 10:00:00,537.155,541.42,536.07,538.59,311740
2021-03-23 09:30:00,530.04,538.59,529.4,537.105,795466
2021-03-23 09:00:00,529.0,530.56,529.0,530.11,4336
2021-03-23 08:30:00,527.0,529.12,527.0,529.0,910
2021-03-23 08:00:00,527.0,528.5,527.0,528.5,959
2021-03-23 07:30:00,527.45,528.97,527.45,528.0,1123
2021-03-23 06:30:00,523.1,523.1,523.1,523.1,100
2021-03-22 18:30:00,522.02,522.02,522.02,522.02,100
2021-03-22 18:00:00,522.86,522.86,522.84,522.86,850
2021-03-22 17:00:00,522.78,523.11,522.78,523.11,534
2021-03-22 16:30:00,523.04,523.5,522.12,522.12,1512
2021-03-22 16:00:00,523.11,523.99,522.63,523.11,451822
2021-03-22 15:30:00,523.69,524.43,522.64,522.88,230645
2021-03-22 15:00:00,524.535,525.545,522.84,523.63,99361
2021-03-22 14:30:00,526.6,526.76,524.26,524.58,63839
2021-03-22 14:00:00,526.41,527.58,525.67,526.46,63781
2021-03-22 13:30:00,526.26,527.49,526.13,526.335,43088
2021-03-22 13:00:00,528.08,528.09,526.07,526.2,44953
2021-03-22 12:30:00,528.02,528.24,525.79,528.1,45718
2021-03-22 12:00:00,525.87,528.745,525.85,528.172,46907
2021-03-22 11:30:00,526.66,527.327,525.4,525.82,47971
2021-03-22 11:00:00,528.7,528.84,525.37,526.69,115413
2021-03-22 10:30:00,526.79,529.31,525.97,528.5,163803
2021-03-22 10:00:00,523.565,528.71,522.53,526.79,178983
2021-03-22 09:30:00,509.24,523.33,509.13,523.24,352473
2021-03-22 09:00:00,514.0,514.6,508.6,509.24,67086
2021-03-22 08:30:00,514.06,515.0,514.0,515.0,1146
2021-03-22 08:00:00,516.33,516.33,514.0,515.0,1602
2021-03-22 07:30:00,515.98,515.98,514.0,514.0,636
2021-03-22 07:00:00,514.91,515.5,514.91,515.5,200
2021-03-19 19:00:00,510.3,510.3,510.3,510.3,100
2021-03-19 18:00:00,510.5,510.6,510.5,510.6,510
2021-03-19 17:30:00,512.18,512.18,512.18,512.18,688
2021-03-19 17:00:00,510.6,510.6,510.24,510.33,2635
2021-03-19 16:30:00,510.84,511.07,510.01,510.6,2646
2021-03-19 16:00:00,512.18,512.18,509.8,510.1,856511
2021-03-19 15:30:00,509.72,513.19,509.0,512.46,506968
2021-03-19 15:00:00,509.73,510.13,508.96,509.63,87870
2021-03-19 14:30:00,508.71,509.8,508.48,509.8,52575
2021-03-19 14:00:00,510.17,510.665,508.13,508.78,77180
2021-03-19 13:30:00,509.855,510.71,509.245,510.007,48573
2021-03-19 13:00:00,510.78,510.96,508.69,509.79,88571
2021-03-19 12:30:00,508.45,511.06,508.44,510.91,60462
2021-03-19 12:00:00,508.27,509.4,507.61,508.52,68730
2021-03-19 11:30:00,507.4,509.02,506.29,508.195,58910
2021-03-19 11:00:00,509.93,511.47,506.24,507.42,97619
2021-03-19 10:30:00,507.71,510.79,507.22,510.09,147067
2021-03-19 10:00:00,507.485,507.84,501.63,507.77,104996
2021-03-19 09:30:00,504.81,508.5,504.27,508.0,539077
2021-03-19 09:00:00,506.57,507.0,503.52,504.79,13283
2021-03-19 08:30:00,507.84,507.84,507.75,507.77,1587
2021-03-19 08:00:00,509.0,509.0,506.5,507.5,1134
2021-03-19 07:30:00,506.0,506.0,506.0,506.0,300
2021-03-19 07:00:00,508.0,508.79,506.83,506.83,1038
2021-03-19 06:00:00,507.58,507.58,507.58,507.58,100
2021-03-18 19:30:00,505.0,505.0,505.0,505.0,200
2021-03-18 19:00:00,505.25,505.25,505.25,505.25,396
2021-03-18 18:30:00,505.57,505.6,505.57,505.6,275
2021-03-18 17:00:00,504.9,505.0,504.89,505.0,886
2021-03-18 16:30:00,504.9,505.18,504.79,505.18,2527
2021-03-18 16:00:00,504.66,507.19,504.17,504.79,499754
2021-03-18 15:30:00,507.65,508.0,503.85,504.66,389857
2021-03-18 15:00:00,506.79,508.21,505.21,507.74,130813
2021-03-18 14:30:00,510.68,510.95,505.55,506.62,124010
2021-03-18 14:00:00,513.13,513.97,510.388,510.64,56164
2021-03-18 13:30:00,512.407,514.0,511.36,513.03,44985
2021-03-18 13:00:00,508.875,512.4,508.6,512.289,75301
2021-03-18 12:30:00,513.545,513.545,508.785,508.97,190411
2021-03-18 12:00:00,512.5,514.6,512.159,513.63,59482
2021-03-18 11:30:00,514.61,514.61,512.2,512.77,123003
2021-03-18 11:00:00,514.74,515.4,512.92,514.49,96389
2021-03-18 10:30:00,515.22,517.76,513.95,514.675,105765
2021-03-18 10:00:00,516.534,517.0,513.5,515.07,126922
2021-03-18 09:30:00,515.09,517.9,511.49,517.08,391265
2021-03-18 09:00:00,517.0,517.0,515.0,515.09,3509
2021-03-18 08:30:00,516.96,517.5,516.0,516.9,5932
2021-03-18 08:00:00,522.74,522.74,516.0,517.5,5525
2021-03-18 07:30:00,516.0,516.0,514.03,515.99,1494
2021-03-18 07:00:00,516.0,516.0,516.0,516.0,233
2021-03-17 19:00:00,525.04,525.04,523.29,524.1,698
2021-03-17 18:00:00,524.0,524.0,524.0,524.0,100
2021-03-17 17:00:00,524.0,524.0,524.0,524.0,121
2021-03-17 16:30:00,524.44,524.44,523.39,523.39,1040
2021-03-17 16:00:00,524.72,525.0,523.01,524.44,260028
