timestamp,open,high,low,close,volume
2022-06-30 19:00:00,223.3,224.333,222.667,224.333,145980
2022-06-30 18:00:00,223.633,223.767,223.283,223.327,69072
2022-06-30 17:00:00,224.267,224.493,223.667,223.667,49959
2022-06-30 16:00:00,224.663,224.833,224.217,224.383,2971206
2022-06-30 15:00:00,225.417,225.69,222.9,224.663,8339007
2022-06-30 14:00:00,228.0,228.163,225.087,225.4,3696588
2022-06-30 13:00:00,227.64,228.667,225.937,227.887,5296272
2022-06-30 12:00:00,228.623,229.457,225.52,227.677,7522767
2022-06-30 11:00:00,221.924,228.983,221.167,228.646,10946769
2022-06-30 10:00:00,224.427,224.657,218.863,221.92,11762949
2022-06-30 09:00:00,224.117,229.133,223.083,224.475,9959367
2022-06-30 08:00:00,223.333,226.667,222.85,224.207,819030
2022-06-30 07:00:00,223.167,224.16,223.167,224.0,149307
2022-06-30 06:00:00,223.383,223.383,222.207,223.23,50661
2022-06-30 05:00:00,223.467,223.667,222.083,223.333,36186
2022-06-30 04:00:00,223.3,224.817,223.12,223.457,65436
2022-06-29 19:00:00,228.083,228.15,227.37,227.467,34131
2022-06-29 18:00:00,228.5,228.533,228.03,228.03,36117
2022-06-29 17:00:00,228.57,228.633,228.333,228.443,20649
2022-06-29 16:00:00,228.49,228.967,228.028,228.6,1251819
2022-06-29 15:00:00,226.437,229.063,226.033,228.467,6549366
2022-06-29 14:00:00,226.21,227.547,225.87,226.487,4893858
2022-06-29 13:00:00,224.173,226.593,223.837,226.26,4901019
2022-06-29 12:00:00,225.083,225.293,222.353,224.167,4941045
2022-06-29 11:00:00,225.287,225.818,222.273,225.09,7390998
2022-06-29 10:00:00,227.217,229.587,224.333,225.323,10873701
2022-06-29 09:00:00,230.093,231.173,223.76,227.4,11580972
2022-06-29 08:00:00,229.384,233.333,228.6,230.056,517263
2022-06-29 07:00:00,229.333,230.497,228.567,230.497,226203
2022-06-29 06:00:00,228.44,229.333,228.34,229.333,55767
2022-06-29 05:00:00,229.16,230.133,228.403,228.403,28602
2022-06-29 04:00:00,232.333,232.667,229.0,229.28,52422
2022-06-28 19:00:00,232.333,232.603,232.0,232.3,75507
2022-06-28 18:00:00,232.067,232.693,232.067,232.333,78867
2022-06-28 17:00:00,232.333,232.663,231.703,232.067,81873
2022-06-28 16:00:00,232.663,232.92,231.007,232.333,2528742
2022-06-28 15:00:00,233.673,234.473,232.343,232.627,7018020
2022-06-28 14:00:00,234.193,235.067,232.767,233.67,5346483
2022-06-28 13:00:00,236.485,236.523,233.563,234.202,5460327
2022-06-28 12:00:00,236.383,237.293,235.033,236.473,6341331
2022-06-28 11:00:00,242.856,243.663,236.187,236.43,9720657
2022-06-28 10:00:00,248.173,249.287,241.48,242.937,11914446
2022-06-28 09:00:00,245.607,249.97,244.0,248.277,9918084
2022-06-28 08:00:00,246.607,246.961,245.267,245.543,172938
2022-06-28 07:00:00,246.503,247.0,246.267,246.67,67083
2022-06-28 06:00:00,246.5,246.65,246.25,246.253,5988
2022-06-28 05:00:00,246.733,247.283,246.333,246.467,10323
2022-06-28 04:00:00,245.333,247.27,245.333,246.867,27285
2022-06-27 19:00:00,245.2,245.333,245.167,245.27,29622
2022-06-27 18:00:00,245.12,245.267,244.667,245.267,30225
2022-06-27 17:00:00,245.17,245.467,245.17,245.229,26835
2022-06-27 16:00:00,244.968,246.047,244.897,245.167,5937393
2022-06-27 15:00:00,244.373,245.183,243.003,244.877,5417619
2022-06-27 14:00:00,242.943,245.563,242.757,244.427,4253844
2022-06-27 13:00:00,245.188,245.333,242.566,243.005,4626852
2022-06-27 12:00:00,246.373,246.62,243.563,245.223,5956863
2022-06-27 11:00:00,248.823,249.103,246.007,246.425,5764260
2022-06-27 10:00:00,247.0,250.39,244.889,248.792,12574380
2022-06-27 09:00:00,249.34,252.07,243.507,246.99,11593911
2022-06-27 08:00:00,246.2,250.533,246.2,249.333,409125
2022-06-27 07:00:00,249.437,250.497,248.683,250.017,190833
2022-06-27 06:00:00,250.313,250.313,248.337,249.333,85953
2022-06-27 05:00:00,250.0,250.75,249.84,250.333,11622
2022-06-27 04:00:00,248.943,251.76,246.407,249.93,97080
2022-06-24 19:00:00,245.317,245.557,245.21,245.467,57162
2022-06-24 18:00:00,245.113,245.417,245.113,245.333,32358
2022-06-24 17:00:00,245.427,245.427,245.0,245.083,41433
2022-06-24 16:00:00,245.707,246.0,244.95,245.407,7937277
2022-06-24 15:00:00,244.493,245.95,243.377,245.63,8201469
2022-06-24 14:00:00,243.917,245.287,243.578,244.471,3922545
2022-06-24 13:00:00,244.567,245.41,243.767,243.885,4773444
2022-06-24 12:00:00,243.563,244.764,242.732,244.557,5158203
2022-06-24 11:00:00,243.12,244.457,241.967,243.515,7075344
2022-06-24 10:00:00,242.347,246.067,241.747,243.121,13370028
2022-06-24 09:00:00,236.501,243.22,236.087,242.29,11732841
2022-06-24 08:00:00,236.667,239.333,235.553,236.667,234234
2022-06-24 07:00:00,237.0,237.137,235.553,235.75,96348
2022-06-24 06:00:00,237.997,238.163,236.783,236.917,49524
2022-06-24 05:00:00,237.91,238.0,237.667,237.833,25827
2022-06-24 04:00:00,238.25,239.193,236.35,237.997,50691
2022-06-23 19:00:00,235.267,235.497,234.227,234.233,59871
2022-06-23 18:00:00,234.333,235.333,234.267,235.193,37881
2022-06-23 17:00:00,234.153,234.473,233.917,234.473,54852
2022-06-23 16:00:00,235.033,235.333,233.72,234.283,2777526
2022-06-23 15:00:00,232.167,236.667,231.087,235.05,9904902
2022-06-23 14:00:00,231.067,232.993,230.197,232.12,6166104
2022-06-23 13:00:00,230.67,231.723,228.637,231.0,7433523
2022-06-23 12:00:00,235.447,235.666,230.503,230.777,7836309
2022-06-23 11:00:00,238.465,239.13,235.09,235.391,8596734
2022-06-23 10:00:00,232.322,238.667,231.833,238.436,14216361
2022-06-23 09:00:00,237.753,239.487,229.167,232.267,11977980
2022-06-23 08:00:00,240.097,240.739,236.533,237.783,542796
2022-06-23 07:00:00,240.557,240.723,238.667,238.667,208512
2022-06-23 06:00:00,238.713,241.167,238.4,240.4,84423
2022-06-23 05:00:00,237.677,239.04,237.677,238.96,45522
2022-06-23 04:00:00,234.333,239.507,233.83,237.833,149592
2022-06-22 19:00:00,234.333,234.6,233.493,234.183,147411
2022-06-22 18:00:00,235.467,235.513,234.003,234.25,101787
2022-06-22 17:00:00,234.95,235.667,234.89,235.5,59316
2022-06-22 16:00:00,236.087,236.34,234.883,234.883,3962604
2022-06-22 15:00:00,237.517,238.407,234.767,236.023,7866903
2022-06-22 14:00:00,239.057,240.188,235.887,237.593,5680626
2022-06-22 13:00:00,240.14,240.852,238.453,239.057,5272938
2022-06-22 12:00:00,237.939,240.167,237.193,240.153,7771686
2022-06-22 11:00:00,245.153,245.385,237.777,237.915,9242169
2022-06-22 10:00:00,242.327,246.833,239.737,245.117,14292885
2022-06-22 09:00:00,233.333,243.077,232.417,242.331,12880368
2022-06-22 08:00:00,232.669,234.0,231.488,233.333,403929
2022-06-22 07:00:00,231.563,233.85,231.333,233.09,138012
2022-06-22 06:00:00,230.483,232.45,230.483,231.5,34158
2022-06-22 05:00:00,230.667,230.833,229.667,230.333,98499
2022-06-22 04:00:00,229.863,237.037,228.373,230.333,178329
2022-06-21 19:00:00,237.5,237.823,237.333,237.517,71001
2022-06-21 18:00:00,237.727,237.727,237.1,237.5,76053
2022-06-21 17:00:00,237.727,237.967,237.037,237.667,91968
2022-06-21 16:00:00,236.997,237.967,236.39,237.677,6147585
2022-06-21 15:00:00,241.543,242.517,236.533,237.0,9628455
2022-06-21 14:00:00,241.95,243.187,241.077,241.517,5770317
2022-06-21 13:00:00,241.843,243.577,241.227,241.953,6937068
2022-06-21 12:00:00,238.472,241.983,238.44,241.83,7607373
2022-06-21 11:00:00,240.902,242.833,238.4,238.445,11835315
2022-06-21 10:00:00,235.324,241.277,233.37,240.833,17103993
2022-06-21 09:00:00,223.0,235.622,222.967,235.235,14310315
2022-06-21 08:00:00,223.333,224.134,222.69,223.0,300063
2022-06-21 07:00:00,223.667,223.833,222.667,223.123,201648
2022-06-21 06:00:00,223.333,224.363,223.333,223.5,41271
2022-06-21 05:00:00,223.293,223.5,223.083,223.303,39795
2022-06-21 04:00:00,222.333,223.737,219.683,223.233,156789
2022-06-17 19:00:00,216.4,216.5,216.1,216.1,37338
2022-06-17 18:00:00,216.617,216.76,216.353,216.39,238206
2022-06-17 17:00:00,216.65,216.76,216.617,216.76,198438
2022-06-17 16:00:00,216.76,217.471,216.57,216.667,8703357
2022-06-17 15:00:00,217.477,218.013,216.0,216.677,7074156
2022-06-17 14:00:00,218.243,219.113,217.287,217.473,3763887
2022-06-17 13:00:00,217.307,219.847,217.035,218.273,5351259
2022-06-17 12:00:00,215.627,217.96,214.813,217.288,4599978
2022-06-17 11:00:00,215.213,218.443,214.173,215.515,7439286
2022-06-17 10:00:00,218.853,219.167,213.197,215.316,11016072
2022-06-17 09:00:00,213.587,220.969,211.48,218.8,12218988
2022-06-17 08:00:00,216.3,216.613,213.503,213.75,296610
